71A 2026Mar06,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2026-03-06 16:00:00,24.5,31.5,6.5,010009840
2,2026-03-06 16:00:20,24.5,31.5,6.5
3,2026-03-06 16:00:40,24.5,31.5,6.5
4,2026-03-06 16:01:00,24.5,31.5,6.5
5,2026-03-06 16:01:20,24.5,31.5,6.5
6,2026-03-06 16:01:40,24.5,31.5,6.5
7,2026-03-06 16:02:00,24.5,31.5,6.5
8,2026-03-06 16:02:20,24.5,31.5,6.5
9,2026-03-06 16:02:40,24.5,31.5,6.5
10,2026-03-06 16:03:00,24.5,31.5,6.5
11,2026-03-06 16:03:20,24.5,31.5,6.5
12,2026-03-06 16:03:40,24.5,31.5,6.5
13,2026-03-06 16:04:00,24.5,31.5,6.5
14,2026-03-06 16:04:20,24.5,31.5,6.5
15,2026-03-06 16:04:40,24.5,31.5,6.5
16,2026-03-06 16:05:00,24.5,31.5,6.5
17,2026-03-06 16:05:20,24.5,31.5,6.5
18,2026-03-06 16:05:40,24.5,32.0,6.7
19,2026-03-06 16:06:00,24.5,32.0,6.7
20,2026-03-06 16:06:20,24.5,32.0,6.7
21,2026-03-06 16:06:40,24.5,32.0,6.7
22,2026-03-06 16:07:00,24.5,32.0,6.7
23,2026-03-06 16:07:20,24.5,32.0,6.7
24,2026-03-06 16:07:40,24.5,32.0,6.7
25,2026-03-06 16:08:00,24.5,32.0,6.7
26,2026-03-06 16:08:20,24.5,32.0,6.7
27,2026-03-06 16:08:40,24.5,32.0,6.7
28,2026-03-06 16:09:00,24.5,32.0,6.7
29,2026-03-06 16:09:20,24.5,32.0,6.7
30,2026-03-06 16:09:40,24.5,32.0,6.7
31,2026-03-06 16:10:00,24.5,32.0,6.7
32,2026-03-06 16:10:20,24.5,32.0,6.7
33,2026-03-06 16:10:40,24.5,32.0,6.7
34,2026-03-06 16:11:00,24.5,32.0,6.7
35,2026-03-06 16:11:20,24.5,32.0,6.7
36,2026-03-06 16:11:40,24.5,32.0,6.7
37,2026-03-06 16:12:00,24.5,32.0,6.7
38,2026-03-06 16:12:20,24.0,32.0,6.3
39,2026-03-06 16:12:40,24.0,32.0,6.3
40,2026-03-06 16:13:00,24.0,32.0,6.3
41,2026-03-06 16:13:20,24.0,32.0,6.3
42,2026-03-06 16:13:40,24.0,32.0,6.3
43,2026-03-06 16:14:00,24.0,32.0,6.3
44,2026-03-06 16:14:20,24.0,32.0,6.3
45,2026-03-06 16:14:40,24.0,32.0,6.3
46,2026-03-06 16:15:00,24.0,32.0,6.3
47,2026-03-06 16:15:20,24.0,32.0,6.3
48,2026-03-06 16:15:40,24.0,32.0,6.3
49,2026-03-06 16:16:00,24.0,32.0,6.3
50,2026-03-06 16:16:20,24.0,32.0,6.3
51,2026-03-06 16:16:40,24.0,32.0,6.3
52,2026-03-06 16:17:00,24.0,32.0,6.3
53,2026-03-06 16:17:20,24.0,32.0,6.3
54,2026-03-06 16:17:40,24.0,32.0,6.3
55,2026-03-06 16:18:00,24.0,32.0,6.3
56,2026-03-06 16:18:20,24.0,32.5,6.5
57,2026-03-06 16:18:40,24.0,32.5,6.5
58,2026-03-06 16:19:00,24.0,32.5,6.5
59,2026-03-06 16:19:20,24.0,32.5,6.5
60,2026-03-06 16:19:40,24.0,32.5,6.5
61,2026-03-06 16:20:00,24.0,32.5,6.5
62,2026-03-06 16:20:20,24.0,32.5,6.5
63,2026-03-06 16:20:40,24.0,32.5,6.5
64,2026-03-06 16:21:00,24.0,32.5,6.5
65,2026-03-06 16:21:20,24.0,32.5,6.5
66,2026-03-06 16:21:40,24.0,32.5,6.5
67,2026-03-06 16:22:00,24.0,32.5,6.5
68,2026-03-06 16:22:20,24.0,32.5,6.5
69,2026-03-06 16:22:40,24.0,32.5,6.5
70,2026-03-06 16:23:00,24.0,32.5,6.5
71,2026-03-06 16:23:20,24.0,32.5,6.5
72,2026-03-06 16:23:40,24.0,32.5,6.5
73,2026-03-06 16:24:00,24.0,32.5,6.5
