71A 2026Mar,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
63,2026-03-03 15:49:41,24.5,52.0,14.0
64,2026-03-03 15:50:01,24.5,52.0,14.0
65,2026-03-03 15:50:21,24.5,52.0,14.0
66,2026-03-03 15:50:41,24.5,52.0,14.0
67,2026-03-03 15:51:01,24.5,52.0,14.0
68,2026-03-03 15:51:21,24.5,52.0,14.0
69,2026-03-03 15:51:41,24.5,52.0,14.0
70,2026-03-03 15:52:01,24.5,52.0,14.0
71,2026-03-03 15:52:21,24.5,52.5,14.1
72,2026-03-03 15:52:41,24.5,52.5,14.1
73,2026-03-03 15:53:01,24.5,52.5,14.1
74,2026-03-03 15:53:21,24.5,52.5,14.1
75,2026-03-03 15:53:41,24.5,52.0,14.0
76,2026-03-03 15:54:01,24.5,52.0,14.0
77,2026-03-03 15:54:21,24.5,52.0,14.0
78,2026-03-03 15:54:41,24.5,52.0,14.0
79,2026-03-03 15:55:01,24.5,52.0,14.0
80,2026-03-03 15:55:21,24.5,52.0,14.0
81,2026-03-03 15:55:41,24.5,52.0,14.0
82,2026-03-03 15:56:01,24.5,52.0,14.0
83,2026-03-03 15:56:21,24.5,52.0,14.0
84,2026-03-03 15:56:41,24.5,52.5,14.1
85,2026-03-03 15:57:01,24.5,52.5,14.1
86,2026-03-03 15:57:21,24.5,52.5,14.1
87,2026-03-03 15:57:41,24.5,53.0,14.3
88,2026-03-03 15:58:01,24.5,52.5,14.1
89,2026-03-03 15:58:21,24.5,53.0,14.3
90,2026-03-03 15:58:41,24.5,53.0,14.3
91,2026-03-03 15:59:01,24.5,53.0,14.3
92,2026-03-03 15:59:21,24.5,53.0,14.3
93,2026-03-03 15:59:41,24.0,53.0,13.8
94,2026-03-03 16:00:01,24.0,53.0,13.8
95,2026-03-03 16:00:21,24.0,53.0,13.8
96,2026-03-03 16:00:41,24.0,53.0,13.8
97,2026-03-03 16:01:01,24.0,53.0,13.8
98,2026-03-03 16:01:21,24.0,53.0,13.8
99,2026-03-03 16:01:41,24.0,53.0,13.8
100,2026-03-03 16:02:01,24.0,53.0,13.8
101,2026-03-03 16:02:21,24.0,53.0,13.8
102,2026-03-03 16:02:41,24.0,53.0,13.8
103,2026-03-03 16:03:01,24.0,53.0,13.8
104,2026-03-03 16:03:21,24.0,53.0,13.8
105,2026-03-03 16:03:41,24.0,53.0,13.8
106,2026-03-03 16:04:01,24.0,53.0,13.8
107,2026-03-03 16:04:21,24.0,53.0,13.8
108,2026-03-03 16:04:41,24.0,53.0,13.8
109,2026-03-03 16:05:01,24.0,53.0,13.8
110,2026-03-03 16:05:21,24.0,53.0,13.8
111,2026-03-03 16:05:41,24.0,53.0,13.8
112,2026-03-03 16:06:01,24.0,53.0,13.8
113,2026-03-03 16:06:21,24.0,53.0,13.8
114,2026-03-03 16:06:41,24.0,53.0,13.8
115,2026-03-03 16:07:01,24.0,53.0,13.8
116,2026-03-03 16:07:21,24.0,53.0,13.8
117,2026-03-03 16:07:41,24.0,53.0,13.8
118,2026-03-03 16:08:01,24.0,53.0,13.8
119,2026-03-03 16:08:21,24.0,53.0,13.8
120,2026-03-03 16:08:41,24.0,53.0,13.8
121,2026-03-03 16:09:01,24.0,53.0,13.8
122,2026-03-03 16:09:21,24.0,53.0,13.8
123,2026-03-03 16:09:41,24.0,53.0,13.8
124,2026-03-03 16:10:01,24.0,53.0,13.8
125,2026-03-03 16:10:21,24.0,53.0,13.8
126,2026-03-03 16:10:41,24.0,53.0,13.8
127,2026-03-03 16:11:01,24.0,53.0,13.8
128,2026-03-03 16:11:21,24.0,53.0,13.8
129,2026-03-03 16:11:41,24.0,53.5,14.0
130,2026-03-03 16:12:01,24.0,53.0,13.8
131,2026-03-03 16:12:21,24.0,53.5,14.0
132,2026-03-03 16:12:41,24.0,53.5,14.0
133,2026-03-03 16:13:01,24.0,53.0,13.8
134,2026-03-03 16:13:21,24.0,53.0,13.8
