Optical Power Monitor
6.5.5217.15
Delimiter Used: , ','

Start of Measurement , 9/30/2025 09:37:09
Sample Interval , 10 s
, PM100D 250207512, PM100D 14101752
Type, PM100D, PM100D
Serialnumber, P0037408, P0009211
Sensor, S121C, S121C
SensorSerialnumber, 250207512, 14101752
Wavelength / Responsivity, 852 nm, 852 nm

,,,PM100D 250207512, PM100D 250207512, PM100D 14101752, PM100D 14101752, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),Temperature (°C),Power (W),Temperature (°C),
0, 9/30/2025, 09:37:09.171,0.017404,21.057,0.034426,21.105
1, 9/30/2025, 09:37:19.471,0.01741,21.069,0.03425,21.107
2, 9/30/2025, 09:37:29.496,0.017402,21.067,0.034229,21.11
3, 9/30/2025, 09:37:39.522,0.017401,21.08,0.034234,21.117
4, 9/30/2025, 09:37:49.548,0.017401,21.089,0.034246,21.131
5, 9/30/2025, 09:37:59.567,0.017403,21.091,0.034232,21.15
6, 9/30/2025, 09:38:09.572,0.017401,21.099,0.034212,21.163
7, 9/30/2025, 09:38:19.585,0.017396,21.105,0.034233,21.176
8, 9/30/2025, 09:38:29.610,0.017398,21.12,0.034204,21.18
9, 9/30/2025, 09:38:39.637,0.017404,21.128,0.034194,21.182
10, 9/30/2025, 09:38:49.661,0.017401,21.152,0.034196,21.183
11, 9/30/2025, 09:38:59.687,0.017396,21.178,0.034183,21.192
12, 9/30/2025, 09:39:09.706,0.017391,21.192,0.03419,21.202
13, 9/30/2025, 09:39:19.730,0.0174,21.198,0.034168,21.229
14, 9/30/2025, 09:39:29.733,0.017392,21.208,0.034162,21.241
15, 9/30/2025, 09:39:39.739,0.017389,21.219,0.034169,21.248
16, 9/30/2025, 09:39:49.750,0.017395,21.246,0.03415,21.253
17, 9/30/2025, 09:39:59.774,0.017391,21.259,0.03415,21.256
18, 9/30/2025, 09:40:09.784,0.017388,21.274,0.034149,21.259
19, 9/30/2025, 09:40:19.813,0.017394,21.285,0.034152,21.262
20, 9/30/2025, 09:40:29.826,0.01738,21.293,0.034161,21.261
21, 9/30/2025, 09:40:39.851,0.017376,21.306,0.034135,21.274
22, 9/30/2025, 09:40:49.854,0.017372,21.317,0.034135,21.289
23, 9/30/2025, 09:40:59.855,0.017381,21.345,0.03411,21.298
24, 9/30/2025, 09:41:09.878,0.01737,21.363,0.034128,21.319
25, 9/30/2025, 09:41:19.895,0.017376,21.377,0.034109,21.326
26, 9/30/2025, 09:41:29.921,0.01737,21.392,0.034099,21.334
27, 9/30/2025, 09:41:39.924,0.01737,21.392,0.034088,21.336
28, 9/30/2025, 09:41:49.933,0.017369,21.401,0.034085,21.341
29, 9/30/2025, 09:41:59.949,0.017356,21.412,0.034108,21.355
